ax,ay,az,gx,gy,gz,activity
9180,-12756,-704,6969,4823,-7457,4
10124,-13052,320,7431,6037,-6473,4
10596,-12484,1044,7495,6912,-4444,4
11048,-13184,2456,7434,6167,-4820,4
11608,-14304,3812,6049,4791,-6370,4
13120,-13392,4680,5337,1469,-9382,4
15656,-12548,7808,5152,1367,-9724,4
15264,-13180,6920,4312,659,-4917,4
16760,-14956,4184,2807,-514,-5219,4
14272,-15820,4140,1810,-961,-3155,4
13040,-13144,3920,2310,-1283,-1183,4
13244,-10856,2580,2163,-1164,-3011,4
12468,-9592,2176,1602,912,-5025,4
11536,-9192,2012,1761,1139,-4919,4
11632,-9100,2128,1964,-898,-3824,4
13172,-9264,2824,1582,-1867,-4537,4
14136,-9648,3324,1412,-431,-5236,4
14264,-9460,4280,1899,470,-3762,4
13748,-9352,5004,2109,734,-1925,4
13756,-9476,5056,1944,196,-1314,4
14144,-9852,4520,1331,4,-1472,4
13904,-9844,3916,616,470,-1696,4
13356,-9980,3140,555,416,-1850,4
13472,-9724,3052,945,147,-2002,4
13528,-9472,3264,1411,-100,-2249,4
14148,-9268,3816,1786,419,-2171,4
14232,-9220,4380,1465,531,-1632,4
14008,-9064,4980,1197,599,-1404,4
13768,-9016,5304,651,401,-1624,4
13856,-9348,5480,514,422,-1807,4
13696,-9432,5596,554,189,-1622,4
13708,-9336,5480,856,-83,-1445,4
14152,-8904,5132,936,-466,-1202,4
14476,-8624,4736,1030,-393,-720,4
14556,-8300,4384,1001,-183,-408,4
14156,-7792,4516,646,-400,-613,4
14136,-7860,4468,76,-871,-907,4
14384,-8668,4332,-13,-1127,-815,4
14284,-9152,4632,338,-796,-695,4
13776,-8592,5060,488,-590,-709,4
14000,-8284,5584,249,-668,-823,4
14304,-7880,5848,131,-826,-710,4
14448,-7796,5184,-94,-1081,-322,4
14608,-8124,4884,-97,-868,132,4
14528,-8196,4856,-93,-530,413,4
13772,-8504,4676,-218,-665,360,4
13948,-8584,4532,-44,-1145,-127,4
14272,-8948,4856,101,-966,-404,4
14500,-8576,4788,459,-793,309,4
14272,-8244,4812,345,-750,114,4
14128,-8128,5060,108,-879,-559,4
14252,-7700,4932,-98,-1059,-649,4
14388,-8192,4784,-468,-880,-651,4
14632,-8016,4564,-347,-593,-277,4
14352,-8576,4500,-119,-629,-236,4
14296,-8388,4536,122,-739,-547,4
14288,-8400,4864,250,-601,-680,4
13876,-8268,4768,-114,-771,-948,4
14424,-8240,4484,-95,-1009,-1052,4
14476,-8192,4628,102,-1141,-999,4
14632,-7920,4616,157,-1042,-907,4
14708,-7884,4988,69,-954,-671,4
14668,-7848,4872,20,-780,-266,4
14472,-7752,5088,60,-743,-91,4
14344,-7900,4804,71,-813,-185,4
14652,-7936,4432,113,-844,-225,4
14792,-7776,4704,76,-790,-232,4
14688,-7700,4820,-44,-1018,-235,4
14692,-7864,4776,-113,-665,-293,4
14452,-7980,4668,-105,-707,-421,4
14584,-7932,4544,-91,-754,-493,4
14692,-7828,4784,-22,-632,-512,4
14636,-7760,4384,-44,-592,-425,4
14668,-7692,4744,-41,-617,-418,4
14728,-7508,4616,-27,-651,-466,4
14816,-7900,4784,58,-654,-454,4
14680,-7812,4516,131,-662,-493,4
14740,-7624,4804,184,-650,-263,4
14808,-7568,4808,140,-610,-498,4
14784,-7492,4828,46,-640,-585,4
15016,-7528,4976,-90,-641,-569,4
14596,-7544,4800,-95,-633,-761,4
14780,-7448,4744,-45,-662,-436,4
14792,-7300,5080,-69,-696,-427,4
14952,-7564,4756,-64,-714,-480,4
14648,-7668,4784,-110,-652,-442,4
14852,-7236,4608,-175,-768,-429,4
15092,-7172,4556,-127,-777,-373,4
14828,-7148,4824,-18,-732,-201,4
14940,-6928,5000,-91,-585,39,4
14812,-7300,4820,-232,-572,-47,4
14640,-7284,4676,-285,-615,-28,4
14988,-7400,4856,-84,-633,-113,4
14880,-7192,4904,67,-619,-25,4
14996,-7352,4728,135,-667,129,4
14976,-7296,4632,93,-574,127,4
14600,-7372,4736,57,-549,18,4
14972,-7232,5100,1,-273,-72,4
14996,-7284,4996,-110,-572,-129,4
14908,-7396,5056,-174,-567,-79,4
14916,-7520,4664,-94,-620,64,4
14732,-7612,4908,-55,-678,-255,4
14808,-7312,4716,-12,-649,-93,4
14884,-7280,4744,42,-634,55,4
14604,-7200,4924,-38,-631,-27,4
14884,-7592,4872,183,-680,95,4
14936,-7416,4964,121,-657,490,4
14724,-7348,4616,52,-610,-35,4
14704,-7416,4880,-17,-743,-91,4
14904,-7612,4968,-18,-513,15,4
14956,-7512,5060,45,-779,-100,4
14600,-7276,4852,122,-835,-50,4
14916,-7372,4776,78,-828,77,4
15064,-7352,4768,26,-724,17,4
14880,-7332,4616,-70,-681,-20,4
14864,-7392,4940,-106,-660,-78,4
14752,-7396,5112,-154,-632,-201,4
14796,-7408,5072,-169,-669,-212,4
14876,-7420,4864,-148,-730,-187,4
14888,-7436,4848,-88,-687,-86,4
14784,-7584,4972,27,-636,-59,4
15044,-7428,4852,83,-681,-80,4
14628,-7420,5016,6,-720,241,4
14644,-7368,5104,-56,-777,-62,4
14592,-7240,4868,-45,-513,-86,4
14840,-7420,4960,49,-738,-88,4
14600,-7308,4736,132,-799,-48,4
14900,-7280,5028,131,-801,28,4
14924,-7304,4720,155,-750,24,4
15092,-7336,4880,129,-726,-13,4
14888,-7188,4808,132,-791,-51,4
15012,-7220,4744,78,-999,-105,4
14860,-7340,4912,13,-737,-168,4
14832,-7192,4656,-45,-688,-213,4
15032,-7296,4784,-56,-691,-169,4
14944,-7296,4864,-107,-693,-125,4
14928,-7268,4960,-113,-657,-106,4
15100,-7284,4780,-116,-623,-92,4
14604,-7360,4888,-114,-621,-65,4
14612,-7352,5048,-110,-671,-102,4
14596,-7356,4772,-99,-682,-104,4
14896,-7344,4896,-36,-726,-56,4
14696,-7332,4892,12,-693,-72,4
15044,-7264,4968,38,-736,-49,4
14864,-7276,4648,45,-768,-55,4
14960,-7256,4980,62,-520,11,4
14956,-7324,4668,36,-730,246,4
14928,-7332,5092,26,-724,251,4
14800,-7396,4808,57,-726,-26,4
14908,-7292,5116,41,-740,-42,4
14984,-7028,5020,252,-708,-34,4
15084,-7320,5088,-21,-687,-65,4
14892,-7288,4680,-17,-672,-75,4
14908,-7248,4956,-48,-665,-97,4
14884,-7224,4616,-56,-667,-122,4
14936,-7248,4660,-66,-715,-79,4
14952,-7272,4908,-69,-695,-70,4
14988,-7008,4976,-88,-717,-56,4
14824,-7208,4812,-50,-673,-64,4
15016,-7420,4884,-36,-660,-67,4
14868,-7384,5076,-28,-723,-62,4
14936,-7196,4940,-11,-724,-36,4
14920,-7140,4804,-40,-746,-65,4
14896,-7244,5116,-32,-704,-59,4
14852,-7224,5116,-12,-667,-23,4
14608,-7252,4908,-39,-679,-24,4
15028,-7264,5036,-17,-701,-28,4
14616,-7320,4928,-53,-725,-75,4
14916,-7288,4980,-35,-706,-48,4
14612,-7196,5112,-30,-697,-41,4
14896,-7292,4876,-20,-664,-93,4
14820,-7192,4632,-28,-713,-85,4
14840,-7212,4900,-38,-778,-89,4
14872,-6956,4940,-48,-755,-29,4
14664,-6952,5020,-69,-748,21,4
14884,-7260,4956,-63,-737,28,4
14984,-7284,4840,-53,-747,21,4
14856,-7200,4892,-42,-735,-27,4
14896,-7216,5116,-44,-524,-54,4
15020,-7184,4956,-57,-743,-58,4
14936,-7344,5036,-24,-694,-52,4
14932,-7236,4940,-8,-711,-55,4
14864,-6948,4936,-9,-724,-16,4
14892,-7200,4996,-84,-730,-75,4
14932,-7296,4904,-60,-720,-45,4
15028,-6928,4640,-17,-689,-9,4
14920,-7232,4856,-15,-700,-7,4
14904,-7176,5020,-79,-722,-73,4
14624,-7260,4728,-126,-748,-76,4
14604,-7312,4868,-74,-724,-71,4
14912,-7260,4632,-7,-729,-67,4
14836,-7180,4660,-3,-703,-42,4
14816,-6960,4932,-36,-513,-41,4
14936,-7208,4920,-49,-721,-40,4
14932,-7268,4924,-61,-695,-40,4
14972,-7320,4724,-81,-725,-43,4
14960,-7244,4884,-31,-688,-87,4
14856,-7240,4644,-251,-711,-87,4
14960,-7240,5064,-249,-733,-59,4
14936,-6964,4836,-243,-695,-35,4
14956,-7284,5052,23,-701,-39,4
14932,-7016,5008,37,-707,23,4
14984,-7372,4992,-19,-682,-61,4
14904,-7348,5028,-32,-716,-55,4
14992,-7368,4996,4,-711,239,4
14936,-7232,5092,30,-707,-31,4
14988,-7036,4636,-36,-712,-38,4
14872,-7256,4964,-247,-686,-49,4
15020,-7296,4960,-18,-719,-33,4
14928,-7320,4944,22,-713,-60,4
14924,-7220,5116,15,-730,-63,4
14956,-7152,4940,22,-735,-46,4
14968,-7412,5008,13,-717,-255,4
14924,-7332,4828,17,-708,-41,4
14920,-7020,4896,-247,-704,-20,4
14904,-7004,5044,-11,-695,-52,4
14880,-7216,5104,-245,-709,-32,4
15028,-7028,5024,-248,-710,-51,4
15028,-7192,4868,246,-735,-40,4
14904,-6920,4688,18,-703,-60,4
14924,-7424,4972,-2,-716,-79,4
15004,-7320,4620,253,-727,-67,4
14984,-6936,4904,-2,-711,-39,4
14896,-6976,4996,-45,-709,-78,4
14972,-7304,4864,-34,-703,-50,4
14960,-7208,4964,-16,-671,-21,4
14952,-7256,4912,251,-714,-73,4
14920,-7420,4900,-26,-717,-85,4
14884,-7216,4944,-255,-714,-100,4
14904,-7228,4972,-17,-707,-63,4
14992,-7188,4932,11,-695,-60,4
14916,-7112,5052,14,-697,-56,4
14920,-7060,4656,-5,-747,-34,4
14892,-6992,4980,-10,-741,-38,4
14916,-7008,4940,-30,-718,-15,4
14984,-7192,4920,-14,-710,-45,4
14884,-7304,4672,-35,-721,-28,4
15004,-7388,5108,-22,-721,-32,4
14980,-7248,4632,-256,-697,-57,4
14916,-7200,4908,-21,-732,-34,4
14880,-7224,4920,-16,-739,-34,4
14928,-6976,4996,-41,-734,-46,4
14880,-7292,4768,-27,-728,-56,4
14912,-7168,4988,20,-754,-249,4
14960,-7224,5012,-13,-731,-96,4
14904,-7144,4940,-47,-752,-76,4
14992,-6916,5060,-50,-696,-54,4
14964,-7132,5028,-29,-716,-34,4
14988,-7144,4908,-9,-732,-46,4
14892,-7400,4940,12,-713,-64,4
14932,-7168,4992,21,-721,-25,4
14892,-7184,4888,-23,-684,-93,4
14940,-7228,5012,16,-732,-128,4
15000,-7308,4976,52,-744,-123,4
14940,-6932,4868,65,-725,-113,4
14988,-7076,4648,-30,-732,-125,4
14992,-7128,4776,9,-742,-51,4
15000,-7172,5004,80,-667,108,4
15036,-7404,5040,34,-745,-42,4
14928,-6952,4916,-53,-806,-38,4
14916,-7016,4988,-185,-745,87,4
15112,-7040,4916,-254,-686,107,4
15092,-7284,4908,-184,-658,53,4
15064,-7324,4772,-45,-527,152,4
14872,-7136,5080,-16,-572,208,4
15032,-7172,4968,11,-519,133,4
14876,-7312,4632,61,-568,176,4
14892,-7296,4956,11,-600,163,4
14928,-7328,5020,-65,-623,110,4
14916,-6920,5048,-19,-630,141,4
14664,-7260,5128,-36,-601,148,4
14852,-7252,5092,-37,-610,107,4
14916,-7172,4988,-17,-590,95,4
15100,-7288,4900,-39,-574,110,4
15056,-7384,4952,31,-557,64,4
14808,-7344,4872,69,-621,102,4
14596,-7272,4924,123,-618,59,4
14744,-7416,4684,212,-601,28,4
14640,-7288,5028,169,-636,-103,4
14904,-7196,4892,112,-630,-31,4
14980,-7276,5352,16,-620,14,4
14796,-7356,4932,-27,-633,-104,4
14808,-7332,5036,-12,-624,-102,4
14852,-7184,5124,-1,-634,45,4
14820,-7256,5152,-58,-637,43,4
14756,-7340,5088,-98,-652,-94,4
14952,-7388,5040,-176,-651,-223,4
14696,-7468,5052,-196,-748,-243,4
14756,-7288,5144,-185,-958,-245,4
14968,-7072,5252,-325,-1054,-144,4
14632,-7288,5376,-414,-1032,-124,4
15056,-7448,5052,-465,-861,-119,4
15016,-7568,4916,-287,-721,-66,4
14672,-7464,5028,-40,-926,-90,4
14632,-7184,5040,119,-1238,-27,4
15012,-6784,4936,102,-1277,195,4
15056,-6836,4880,-37,-1060,327,4
14944,-7084,5100,-291,-906,306,4
14776,-7288,4880,-365,-1042,285,4
14872,-7368,4912,-419,-1127,308,4
14960,-7476,4736,-326,-1279,400,4
14980,-7800,4728,-200,-874,376,4
14784,-7700,5044,-126,-838,243,4
14772,-7556,5036,-102,-887,117,4
14840,-7472,4932,-123,-965,135,4
14976,-7404,4756,-211,-971,41,4
14872,-7628,4684,-254,-741,56,4
14596,-7684,4676,-76,-658,101,4
14872,-7572,4676,123,-745,307,4
15012,-7488,4440,288,-441,862,4
14732,-7660,4796,410,-154,1264,4
14936,-7744,4952,442,-27,1337,4
14892,-8264,4776,514,272,1628,4
14644,-7904,5024,1250,299,1712,4
14568,-7452,5116,1225,56,1534,4
14828,-7496,5272,875,186,1151,4
14884,-7948,5292,583,355,1225,4
14568,-8192,4988,600,424,1138,4
14144,-7828,5016,764,347,559,4
14188,-7952,5176,770,223,766,4
14084,-7968,5312,667,-58,495,4
14276,-7860,5520,460,-270,-2,4
14452,-7780,5340,209,-340,-701,4
14448,-7832,5360,234,-324,-736,4
14372,-7980,5528,398,-231,-331,4
14204,-8012,5760,488,-190,-122,4
14068,-7692,6304,312,-547,-337,4
14180,-7432,6136,168,-820,-477,4
14276,-7296,6112,-75,-977,-227,4
14312,-7388,5872,-230,-1059,162,4
14228,-7604,5656,-327,-1179,355,4
14084,-7672,5900,-410,-1216,546,4
14252,-7904,5916,-491,-1418,790,4
14244,-7872,5928,-495,-1480,709,4
14276,-7740,5672,-683,-2065,212,4
14704,-7528,5344,-819,-2193,-132,4
14676,-7216,5060,-1071,-2128,-388,4
14444,-7220,4844,-1460,-2085,-381,4
14376,-7776,5088,-1616,-1807,-53,4
14440,-8024,5216,-1520,-1754,115,4
14724,-8356,4828,-1527,-1523,45,4
14860,-8704,4872,-1294,-1268,-36,4
14784,-8648,4676,-1075,-1301,-224,4
14488,-8316,4412,-869,-1368,-411,4
14336,-7932,4484,-785,-1441,-516,4
14420,-7632,4468,-976,-1355,-279,4
14556,-7768,4476,-1229,-1200,-222,4
14824,-8188,4224,-1341,-1046,-285,4
14812,-8584,4604,-1126,-980,-36,4
14688,-8584,4548,-785,-1065,192,4
14448,-8480,4708,-262,-1139,321,4
14392,-8212,4608,-413,-1198,335,4
14496,-8060,4512,-464,-1251,216,4
14648,-8036,4580,-675,-1201,111,4
14656,-8276,4280,-822,-1151,147,4
14592,-8304,4164,-838,-1078,178,4
14556,-8416,3928,-734,-1048,145,4
14408,-8392,3988,-598,-1055,67,4
14444,-8368,3864,-482,-1055,9,4
14644,-8200,3760,-418,-1000,-30,4
14684,-8164,3900,-394,-977,-50,4
14616,-8136,4080,-382,-1001,-189,4
9720,-6044,3420,-1096,-4801,-3967,4
14356,-8120,3716,-853,-1415,-4433,4
15376,-7768,3704,-1023,-1878,-2777,4
16080,-7872,4044,-851,-1120,166,4
15812,-8348,3592,-384,150,2110,4
15020,-8012,3672,95,648,2972,4
14224,-8088,3756,182,134,2204,4
13876,-8060,3812,124,-568,475,4
14180,-7960,3776,-38,-1008,-281,4
14508,-8024,3624,-128,-1260,-9,4
14164,-8068,3880,-247,-1548,-1177,4
15324,-8220,4092,-257,-987,-1083,4
15204,-8092,3612,-209,-1016,-438,4
14600,-8040,3744,-82,-666,283,4
14644,-8100,3804,-7,-733,445,4
14592,-8008,3604,48,-833,301,4
14680,-7992,3764,-33,-829,192,4
14808,-8044,3796,-57,-651,438,4
14752,-8108,3420,-4,-611,627,4
14648,-8128,3520,-7,-628,302,4
14520,-8088,3732,-34,-643,-68,4
14676,-8024,3388,-21,-739,-85,4
14632,-8316,3464,13,-697,20,4
14676,-8200,3624,24,-570,50,4
14744,-7948,3404,87,-260,44,4
14624,-8132,3740,141,-503,123,4
14628,-8032,3668,145,-489,199,4
14592,-7984,3704,135,-481,232,4
14604,-8140,3956,48,-548,137,4
14740,-8300,3832,55,-624,103,4
14604,-8300,3868,84,-625,80,4
14640,-8236,3900,116,-622,43,4
14516,-7968,3776,70,-663,-70,4
14472,-8104,3836,32,-774,-201,4
14628,-8120,3664,20,-779,-198,4
14788,-8108,3836,18,-738,-111,4
14680,-8156,3700,47,-651,-61,4
14604,-8200,3712,65,-653,-66,4
14564,-8072,3716,77,-695,-33,4
14836,-8132,3784,92,-680,-36,4
14632,-8228,3760,135,-675,-29,4
14424,-8052,4084,151,-703,13,4
14704,-8084,3968,82,-724,2,4
14592,-8128,3844,26,-706,-16,4
14524,-8132,3888,-20,-712,-56,4
14420,-8108,3712,-25,-713,-25,4
14632,-8112,3896,-61,-732,25,4
14664,-8140,3660,-101,-734,25,4
14616,-8088,3728,-102,-760,-21,4
14596,-8180,3692,-79,-514,-89,4
14652,-8180,3784,-52,-769,-89,4
14436,-8236,3832,-32,-759,-74,4
14672,-8216,3832,20,-739,-20,4
14660,-7940,3732,2,-692,-15,4
14632,-8248,3816,45,-655,-33,4
14612,-8152,3736,129,-649,-40,4
14528,-8088,3692,143,-644,-106,4
14548,-8016,3916,107,-662,-118,4
14652,-8056,3956,68,-660,-149,4
14776,-8168,3780,45,-680,-132,4
14820,-7932,3956,-30,-703,-110,4
14568,-7936,3876,-107,-722,-100,4
14832,-8116,3984,-80,-792,-102,4
14812,-8108,4028,-71,-781,-26,4
14656,-8072,3852,-88,-820,69,4
14672,-8148,3836,-54,-773,10,4
14692,-8148,3748,-22,-769,-252,4
14548,-8116,3704,-33,-782,-10,4
14344,-8380,3652,-47,-811,-30,4
14536,-8076,3740,-58,-812,-146,4
14688,-8024,3688,-253,-811,-110,4
14776,-8004,3780,20,-779,-77,4
14792,-8000,3816,-22,-815,-50,4
14724,-7988,3748,-64,-796,9,4
14628,-8108,3856,-100,-762,5,4
14736,-8264,3708,-87,-732,6,4
14572,-8292,3684,-34,-720,8,4
14692,-8280,3828,11,-723,33,4
14348,-8120,3756,15,-741,-49,4
14648,-8144,3864,32,-754,-73,4
14632,-8152,3628,-25,-738,-131,4
14656,-8184,3712,-256,-725,-153,4
14776,-8068,3880,-14,-733,-128,4
14760,-8080,3860,-11,-733,-100,4
14828,-8024,3876,-38,-695,-83,4
14636,-7948,3852,-88,-703,-49,4
14640,-7964,4084,-102,-710,-51,4
14416,-8048,3688,-137,-701,13,4
14708,-8092,3712,-153,-699,46,4
14644,-8152,3748,-129,-679,46,4
14600,-8188,3768,-102,-699,19,4
14688,-8084,3784,-107,-724,9,4
14636,-8120,3676,-95,-708,-15,4
14780,-8172,3772,-91,-732,-255,4
14664,-7980,3828,-55,-757,-29,4
14668,-8028,3816,-54,-758,-15,4
14648,-8036,3756,-62,-773,11,4
14732,-8044,3700,-105,-514,-6,4
14656,-8072,3716,-72,-795,-13,4
14664,-7976,3736,-87,-761,102,4
14684,-7828,3748,-131,-513,119,4
14700,-8124,3768,-150,-812,92,4
14692,-8124,3752,-209,-781,76,4
14636,-8260,3748,-208,-756,81,4
14832,-8196,3764,-190,-735,101,4
14636,-8280,4036,-161,-703,81,4
14664,-8152,3616,-175,-686,62,4
14656,-8176,3632,-190,-630,65,4
14644,-8392,3776,-174,-643,35,4
14772,-8016,3748,-117,-682,-59,4
14548,-8300,3680,-26,-715,-84,4
14336,-8152,3616,32,-739,-95,4
14596,-8140,3692,86,-759,-29,4
14692,-7988,3596,110,-751,81,4
14640,-8112,3916,63,-738,99,4
14588,-8096,3684,23,-727,86,4
14596,-8112,3852,12,-740,117,4
14552,-8192,3752,-26,-684,55,4
14656,-8224,3692,-256,-682,-36,4
14512,-8432,3744,-29,-689,-171,4
14544,-8396,3804,-12,-632,-284,4
14552,-8420,3552,49,-673,-328,4
14832,-7960,3768,95,-642,-332,4
14676,-8084,3800,144,-674,-212,4
14696,-7740,3792,81,-682,254,4
14628,-7896,3600,-53,-707,91,4
14664,-8024,3820,-128,-663,152,4
14496,-8232,3748,-80,-658,113,4
14548,-8332,3696,-8,-732,37,4
14600,-8388,3612,91,-741,-170,4
14804,-8348,3728,43,-797,-199,4
14660,-8000,3720,-6,-766,-157,4
14648,-8108,3772,-9,-703,-144,4
14708,-8136,3832,15,-708,-105,4
14660,-7944,3768,33,-725,240,4
14624,-8028,3524,20,-742,16,4
14780,-7992,3648,-17,-723,-20,4
14604,-8172,3756,-40,-764,-26,4
14652,-8128,3864,-34,-716,-4,4
14668,-8088,3776,-50,-701,-4,4
14744,-8148,3768,-51,-704,-247,4
14584,-8120,3804,-60,-731,-43,4
14820,-8360,3680,-77,-731,-134,4
14700,-8068,3748,-47,-525,-81,4
14404,-8092,4072,-48,-781,23,4
14612,-8056,3884,-66,-790,102,4
14396,-8148,3612,-65,-872,167,4
14736,-8112,3728,-8,-899,143,4
14836,-8108,3664,101,-1019,120,4
14720,-7976,3828,93,-705,199,4
14628,-8428,3768,32,-702,90,4
14704,-8356,3560,15,-700,-34,4
14828,-7960,3640,69,-697,-136,4
14624,-8184,4012,80,-644,-154,4
14696,-8160,3796,74,-652,-164,4
14528,-8068,3612,8,-677,-130,4
14544,-8052,3796,248,-711,-76,4
14700,-8028,3768,1,-715,-17,4
14656,-8108,4072,-40,-711,14,4
14604,-8100,3608,-57,-712,69,4
14652,-8268,3640,-32,-733,-4,4
14724,-8144,3668,-25,-733,-45,4
14696,-7944,4084,-256,-734,-61,4
14556,-8120,3756,-15,-701,-66,4
14796,-8112,3804,-17,-722,-12,4
14700,-8116,3628,-3,-737,-13,4
14604,-8116,3688,-256,-714,8,4
14352,-8108,3728,-33,-690,-21,4
14564,-8260,3588,-58,-707,-26,4
14684,-8252,3680,-7,-725,-42,4
14812,-8440,3708,26,-715,-102,4
14584,-8152,3664,62,-670,-93,4
14516,-8200,3668,87,-696,-115,4
14568,-8388,3836,75,-692,-132,4
14592,-8128,3792,53,-694,-117,4
14660,-8052,3760,34,-718,-94,4
14536,-8144,3940,32,-723,-74,4
14656,-8188,3804,-28,-724,-50,4
14820,-8036,3728,-42,-701,16,4
14420,-8020,3656,-47,-701,33,4
14640,-8272,3712,-30,-687,-27,4
14416,-8216,3600,-25,-640,-82,4
14652,-8416,4032,32,-677,-92,4
14796,-8120,3844,32,-698,-86,4
14684,-8080,3788,18,-720,-38,4
14428,-7988,3784,54,-669,-256,4
14832,-8160,3648,62,-717,15,4
14684,-8100,4092,46,-713,-10,4
14720,-8092,3900,32,-712,-47,4
14684,-8032,3928,-44,-740,-89,4
14620,-8060,3836,-51,-709,-86,4
14600,-8096,3628,-80,-753,-43,4
14388,-8064,4024,-72,-694,-19,4
14832,-8028,3948,-24,-760,3,4
14676,-8112,4000,-59,-713,3,4
14696,-8444,3684,-27,-699,-8,4
14724,-8084,4064,11,-688,-29,4
14360,-8412,3752,-6,-750,-50,4
14444,-8048,4056,-60,-1010,4,4
14616,-8208,3968,-76,-526,6,4
14532,-8128,3680,-28,-784,-250,4
14656,-7808,3728,-92,-741,41,4
14656,-8040,3768,-157,-732,101,4
14348,-8376,3724,-72,-726,30,4
14540,-8308,3704,39,-719,-31,4
14676,-8216,3788,50,-762,-85,4
14760,-8140,3584,-249,-743,-63,4
14372,-8376,3820,-30,-724,-77,4
14632,-7984,3772,-4,-759,-59,4
14652,-8164,3596,-56,-687,252,4
14736,-8264,3684,19,-650,-80,4
14612,-8024,3628,32,-678,-70,4
14364,-8000,3712,-55,-716,-117,4
14780,-8340,3880,-70,-734,-143,4
14628,-8112,4092,-16,-627,-55,4
14460,-8104,3880,-10,-743,25,4
14680,-8092,3760,253,-714,-6,4
14636,-8116,3596,-4,-712,7,4
14644,-8444,3820,21,-742,-32,4
14376,-8176,3784,44,-750,-61,4
14724,-8088,3740,39,-745,-58,4
14808,-8064,3816,-14,-776,-63,4
14708,-8040,3668,-72,-709,-52,4
14344,-8172,3752,-57,-706,-30,4
14688,-8076,3628,-39,-667,-30,4
14668,-8084,3720,-79,-680,-51,4
14660,-8236,3704,-69,-686,-81,4
14336,-8224,3652,-24,-672,-111,4
14628,-8232,3808,20,-698,-99,4
14628,-8124,3616,56,-673,-131,4
14784,-8204,3928,72,-679,-150,4
14680,-8060,3648,24,-724,-118,4
14736,-8056,3852,21,-747,-56,4
14668,-8156,3752,-14,-725,-45,4
14572,-8028,3780,-24,-702,-42,4
14688,-8048,3764,-4,-1014,-18,4
14660,-8000,3728,-45,-732,-44,4
14640,-7924,3748,-70,-704,-33,4
14600,-8072,3640,-90,-733,-22,4
14716,-8088,3792,-77,-712,0,4
14700,-8016,3708,-22,-686,-8,4
14644,-8128,3684,-41,-732,-25,4
14624,-8084,3776,-32,-731,-58,4
14644,-8108,3668,254,-745,-88,4
14648,-8012,4040,9,-727,-30,4
14652,-7992,3732,30,-760,-60,4
14712,-7988,4044,242,-732,-44,4
14620,-8096,3796,-42,-707,-60,4
14752,-8172,3784,-17,-740,-49,4
14684,-8072,3588,-27,-726,-41,4
14772,-8060,3852,-36,-670,-11,4
14840,-8084,4016,-20,-714,-21,4
14716,-8152,3676,-35,-710,-27,4
14744,-8088,3708,-16,-701,-41,4
14600,-8132,3608,14,-697,-59,4
14656,-8012,3936,22,-706,-59,4
14688,-8072,3760,-8,-691,-66,4
14600,-7996,3808,-256,-696,-81,4
14712,-8036,3700,-15,-707,-99,4
14672,-8008,3776,-24,-711,-52,4
14752,-7948,3960,-59,-735,-88,4
14684,-7960,3628,-75,-743,-68,4
14740,-8056,3740,-86,-741,-78,4
14692,-8012,3808,-102,-740,232,4
14764,-8036,3748,-82,-730,-7,4
14628,-8012,3644,-92,-740,-27,4
14624,-7996,3772,-65,-1015,-32,4
14704,-8108,3772,-60,-745,-30,4
14764,-8112,3672,-60,-734,-37,4
14744,-8088,3808,-39,-766,-22,4
14616,-8084,3756,-52,-747,-33,4
14680,-8192,3752,-62,-1017,-26,4
14656,-8016,3736,-63,-756,-14,4
14640,-7956,3716,-73,-729,-22,4
14688,-8060,3672,-53,-766,-40,4
14668,-8120,3756,-45,-708,-52,4
14660,-8084,3824,-57,-699,-32,4
14600,-8048,3748,-35,-720,-40,4
14572,-8120,3680,-14,-691,-14,4
14648,-7992,3716,-13,-728,1,4
14620,-8100,3756,-58,-722,-15,4
14828,-8044,3760,-10,-727,-22,4
14616,-8160,3732,-254,-718,24,4
14692,-8080,3640,251,-691,-32,4
14660,-8108,3784,-15,-728,-65,4
14684,-8044,3828,-12,-728,-65,4
14580,-8044,3868,0,-749,-72,4
14792,-7992,3728,-2,-755,-45,4
14760,-8048,3772,-31,-742,10,4
14664,-7972,3780,-76,-698,11,4
14680,-8088,3764,-101,-734,-26,4
14580,-8136,3692,-89,-707,-41,4
14704,-7968,3832,-50,-726,25,4
14684,-8048,3748,-67,-674,7,4
14668,-8136,3740,-31,-668,255,4
14656,-8120,3784,-255,-674,-36,4
14684,-8136,3720,34,-694,-87,4
14704,-8004,3592,35,-710,-63,4
14636,-8108,3608,28,-728,-66,4
14664,-8100,3828,62,-708,-77,4
14680,-8084,3756,40,-720,-99,4
14632,-7996,3772,31,-740,-99,4
14692,-8148,3880,-50,-522,-76,4
14748,-7852,3832,-102,-756,-50,4
14752,-8060,3732,-130,-748,-39,4
14784,-7988,3788,-120,-720,13,4
14656,-8084,3744,-121,-745,72,4
14700,-8088,3600,-72,-730,67,4
14728,-8024,3824,-61,-757,78,4
14584,-8060,3632,-88,-735,63,4
14660,-8076,3796,-118,-725,-8,4
14628,-8148,3724,-99,-749,-32,4
14612,-8088,3688,-69,-714,-21,4
14632,-8116,3764,-48,-724,-57,4
14636,-8116,3588,-23,-719,-28,4
14720,-8200,3604,-25,-710,-40,4
14656,-8156,3672,-26,-692,-54,4
14688,-8024,3788,-19,-728,-80,4
